repeat,fold,model,stage,search_strategy,threshold,best_inner_score,best_params,mcc,balanced_accuracy,f1,recall,specificity,precision,tn,fp,fn,tp,roc_auc,pr_auc
1,1,lr_elasticnet,tuned_rncv_full_features,optuna,0.5,0.6580204866478948,"{""model__C"": 0.06818735110099737, ""model__l1_ratio"": 0.04949508310005265}",0.754180602006689,0.8770903010033444,0.8695652173913043,0.8695652173913043,0.8846153846153846,0.8695652173913043,23,3,3,20,0.9331103678929766,0.9276908362971948
1,1,gnb,tuned_rncv_full_features,optuna,0.5,0.5540475544512383,"{""model__var_smoothing"": 7.661995419863431e-08}",0.5356326044055635,0.7307692307692308,0.7666666666666667,1.0,0.46153846153846156,0.6216216216216216,12,14,0,23,0.9331103678929766,0.9306614677926867
1,1,lda,tuned_rncv_full_features,optuna,0.5,0.6740944831047013,"{""model__shrinkage"": 0.5, ""model__solver"": ""lsqr""}",0.754180602006689,0.8770903010033444,0.8695652173913043,0.8695652173913043,0.8846153846153846,0.8695652173913043,23,3,3,20,0.9347826086956521,0.9329932207555895
1,1,rf,tuned_rncv_full_features,optuna,0.5,0.6108100477541109,"{""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 15, ""model__n_estimators"": 250}",0.7963283217283071,0.8988294314381271,0.8936170212765957,0.9130434782608695,0.8846153846153846,0.875,23,3,2,21,0.9464882943143813,0.9508782366288118
1,1,lightgbm,tuned_rncv_full_features,optuna,0.5,0.6062156982684056,"{""model__colsample_bytree"": 0.9434999816061973, ""model__learning_rate"": 0.005243935069401697, ""model__max_depth"": -1, ""model__n_estimators"": 700, ""model__num_leaves"": 120, ""model__subsample"": 0.8862938754045493}",0.6761278203353551,0.8386287625418061,0.8333333333333334,0.8695652173913043,0.8076923076923077,0.8,21,5,3,20,0.9130434782608695,0.9250238634736885
1,1,xgboost,tuned_rncv_full_features,optuna,0.5,0.6093179150644796,"{""model__colsample_bytree"": 0.955557822516293, ""model__learning_rate"": 0.002244189701019246, ""model__max_depth"": 6, ""model__n_estimators"": 150, ""model__reg_lambda"": 0.032161806746835726, ""model__subsample"": 0.6547627083237387}",0.755507463439817,0.8745819397993311,0.8636363636363636,0.8260869565217391,0.9230769230769231,0.9047619047619048,24,2,4,19,0.9247491638795986,0.9360450584622748
1,1,catboost,tuned_rncv_full_features,optuna,0.5,0.6267768023016401,"{""model__depth"": 5, ""model__iterations"": 1000, ""model__l2_leaf_reg"": 17.969870900194582, ""model__learning_rate"": 0.0016953261989445933}",0.754180602006689,0.8770903010033444,0.8695652173913043,0.8695652173913043,0.8846153846153846,0.8695652173913043,23,3,3,20,0.9314381270903009,0.9383162280302307
1,2,lr_elasticnet,tuned_rncv_full_features,optuna,0.5,0.6705238155035168,"{""model__C"": 0.21485119957870222, ""model__l1_ratio"": 0.7150837894165042}",0.7006490497453707,0.8181818181818181,0.7777777777777778,0.6363636363636364,1.0,1.0,27,0,8,14,0.9276094276094276,0.9384507269437258
1,2,gnb,tuned_rncv_full_features,optuna,0.5,0.5671895026274646,"{""model__var_smoothing"": 6.92332553348793e-08}",0.4500904011951776,0.7239057239057239,0.72,0.8181818181818182,0.6296296296296297,0.6428571428571429,17,10,4,18,0.8232323232323233,0.7488052135005414
1,2,lda,tuned_rncv_full_features,optuna,0.5,0.6596520691589408,"{""model__shrinkage"": 0.5, ""model__solver"": ""lsqr""}",0.7358286826886946,0.8409090909090908,0.8108108108108109,0.6818181818181818,1.0,1.0,27,0,7,15,0.9276094276094278,0.9332966721335706
